id    source    source_cleaned    popularity
25312    derivado    derivado    399
25313    derivación    derivacion    137
25314    derivable    derivable    39
25315    deriva    deriva    527
25316    derechura    derechura    47
25317    derechuelos    derechuelos    8
25318    derechuelo    derechuelo    19
25319    "derecho de vía"    "derecho de via"    120
25320    derecho    derecho    4487
25321    derechista    derechista    174
25322    derechero    derechero    179
25323    derechera    derechera    78
25324    derechamente    derechamente    132
25325    derecha    derecha    3795
25326    depuratorio    depuratorio    21
25327    depuratoria    depuratoria    16
25328    depurativo    depurativo    36
25329    depurativa    depurativa    39
25330    depurar    depurar    288
25331    depuramiento    depuramiento    11
25332    depuradora    depuradora    69
25333    depurado    depurado    92
25334    depurada    depurada    70
25335    depuración    depuracion    200
25336    depurable    depurable    29
25337    deprimir    deprimir    361
25338    deprimido    deprimido    1466
25339    deprimida    deprimida    681
25340    deprimente    deprimente    376
25341    deprimar    deprimar    123
25342    deprimado    deprimado    140
25343    deprimada    deprimada    99
25344    deprimación    deprimacion    26
25345    depreterición    depretericion    14
25346    depresorio    depresorio    20
25347    depresoria    depresoria    21
25348    depresor    depresor    43
25349    depresivo    depresivo    88
25350    depresiva    depresiva    60
25351    depresión    depresion    351
25352    deprensión    deprension    12
25353    depredar    depredar    45
25354    depredadora    depredadora    64
25355    depredador    depredador    324
25356    depredación    depredacion    88
25357    depreciar    depreciar    113
25358    depreciación    depreciacion    75
25359    "deprecativo, va, deprecatorio, ria"    "deprecativo va deprecatorio ria"    13
25360    deprecar    deprecar    38
25361    deprecación    deprecacion    34
25362    depre    depre    77
25363    depravar    depravar    40
25364    depravador    depravador    27
25365    depravado    depravado    130
25366    depravada    depravada    67
25367    depravación    depravacion    57
25368    depositario    depositario    70
25369    depositaria    depositaria    76
25370    depositaría    depositaria    0
25371    depositar    depositar    549
25372    depositante    depositante    43
25373    depositadora    depositadora    26
25374    depositador    depositador    51
25375    deposición    deposicion    109
25376    deportivo    deportivo    1088
25377    deportividad    deportividad    56
25378    deportiva    deportiva    524
25379    deportista    deportista    1242
25380    deporte    deporte    2260
25381    deportar    deportar    255
25382    deportación    deportacion    81
25383    depopulador    depopulador    18
25384    deponible    deponible    28
25385    deponer    deponer    341
25386    deponente    deponente    40
25387    deplorar    deplorar    157
25388    deplorablemente    deplorablemente    19
25389    deplorable    deplorable    176
25390    depletivo    depletivo    18
25391    depletiva    depletiva    14
25392    depilatorio    depilatorio    35
25393    depilatoria    depilatoria    44
25394    depilar    depilar    333
25395    depilación    depilacion    129
25396    dependientemente    dependientemente    69
25397    dependiente    dependiente    2018
25398    dependienta    dependienta    599
25399    depender    depender    981
25400    dependencia    dependencia    566
25401    depauperar    depauperar    27
25402    departir    departir    184
25403    departimiento    departimiento    45
25404    departidora    departidora    47
25405    departidor    departidor    53
25406    departamento    departamento    882
25407    deparar    deparar    454
25408    depósito    deposito    688
25409    Dep    dep    110
25410    deoperculado    deoperculado    16
25411    deoperculada    deoperculada    18
25412    deontología    deontologia    65
25413    deontólogo    deontologo    28
25414    denuncio    denuncio    131
25415    denunciatorio    denunciatorio    26
25416    denunciatoria    denunciatoria    21
25417    denunciar    denunciar    1457
25418    denunciador    denunciador    65
25419    denunciación    denunciacion    36
25420    denunciable    denunciable    45
25421    denuncia    denuncia    1100
25422    denuesto    denuesto    45
25423    denuedo    denuedo    222
25424    denudación    denudacion    29
25425    dentudo    dentudo    49
25426    dentuda    dentuda    33
25427    dentro    dentro    6371
25428    dentrambos    dentrambos    53
25429    dentona    dentona    21
25430    dentolabial    dentolabial    25
25431    dentivano    dentivano    24
25432    dentivana    dentivana    18
25433    dentista    dentista    559
25434    dentirrostros    dentirrostros    24
25435    denticular    denticular    24
25436    dentición    denticion    38
25437    dentezuelo    dentezuelo    20
25438    dentera    dentera    49
25439    dentellear    dentellear    18
25440    dentellar    dentellar    28
25441    dentellado    dentellado    31
25442    dentellada    dentellada    74
25443    dentellón    dentellon    20
25444    dentelete    dentelete    15
25445    dentelaria    dentelaria    19
25446    dentejón    dentejon    10
25447    dentecillo    dentecillo    11
25448    dentaria    dentaria    26
25449    dentar    dentar    0
25450    dental    dental    552
25451    dentagra    dentagra    15
25452    dentadura    dentadura    409
25453    dentado    dentado    79
25454    dentada    dentada    71
25455    dentón    denton    39
25456    dentífrico    dentifrico    189
25457    dentículo    denticulo    16
25458    denso    denso    240
25459    densifoliado    densifoliado    11
25460    densifoliada    densifoliada    12
25461    densidad    densidad    220
25462    densamente    densamente    60
25463    densa    densa    143
25464    densímetro    densimetro    29
25465    denotativo    denotativo    35
25466    denotativa    denotativa    8
25467    denotar    denotar    186
25468    denotación    denotacion    52
25469    denostar    denostar    90
25470    denostador    denostador    0
25471    denostadamente    denostadamente    31
25472    denominativo    denominativo    22
25473    denominativa    denominativa    22
25474    denominar    denominar    521
25475    denominador    denominador    52
25476    denominado    denominado    366
25477    denominadamente    denominadamente    36
25478    denominación    denominacion    316
25479    denominable    denominable    21
25480    denodado    denodado    51
25481    denodada    denodada    44
25482    denigratorio    denigratorio    24
25483    denigrativo    denigrativo    18
25484    denigrativamente    denigrativamente    16
25485    denigrativa    denigrativa    20
25486    denigrar    denigrar    104
25487    denigrante    denigrante    119
25488    denigración    denigracion    34
25489    denguero    denguero    17
25490    denguera    denguera    15
25491    dengue    dengue    277
25492    dengoso    dengoso    40
25493    dengosa    dengosa    32
25494    denegrir    denegrir    27
25495    denegrido    denegrido    25
25496    denegrida    denegrida    17
25497    denegrecer    denegrecer    23
25498    denegar    denegar    374
25499    denegación    denegacion    126
25500    dendrografía    dendrografia    30
25501    dendritica    dendritica    20
25502    dendrite    dendrite    41
25503    dendrita    dendrita    48
25504    dendrómetro    dendrometro    8
25505    dendrítico    dendritico    18
25506    dende    dende    194
25507    denario    denario    170
25508    denaria    denaria    107
25509    denantes    denantes    67
25510    denante    denante    265
25511    demultiplexor    demultiplexor    8
25512    demulcente    demulcente    18
25513    demudar    demudar    58
25514    demudación    demudacion    7
25515    demotica    demotica    15
25516    demostrativo    demostrativo    98
25517    demostrativamente    demostrativamente    11
25518    demostrativa    demostrativa    26
25519    demostrar    demostrar    1465
25520    demostradora    demostradora    28
25521    demostrador    demostrador    38
25522    demostración    demostracion    229
25523    demostrablemente    demostrablemente    22
25524    demostrable    demostrable    36
25525    demorar    demorar    1378
