id    source    source_cleaned    popularity
1033    afflicting    afflicting    16
1034    afflictingly    afflictingly    9
1035    affliction    affliction    153
1036    afflictive    afflictive    7
1037    afflictively    afflictively    8
1038    affluence    affluence    84
1039    affluency    affluency    22
1040    affluent    affluent    221
1041    affluently    affluently    11
1042    affluentness    affluentness    16
1043    afflux    afflux    15
1044    afford    afford    2120
1045    afforest    afforest    20
1046    afforestation    afforestation    32
1047    affranchise    affranchise    15
1048    affranchisement    affranchisement    17
1049    affray    affray    37
1050    affreight    affreight    19
1051    affreightment    affreightment    18
1052    affricate    affricate    28
1053    affricative    affricative    15
1054    affriction    affriction    19
1055    affright    affright    21
1056    affrightedly    affrightedly    17
1057    affrighter    affrighter    20
1058    affront    affront    77
1059    affronter    affronter    28
1060    affronting    affronting    19
1061    affrontive    affrontive    20
1062    affuse    affuse    20
1063    affusion    affusion    19
1064    Afghan    afghan    81
1065    Afghanistan    afghanistan    195
1066    afield    afield    37
1067    afire    afire    51
1068    aflame    aflame    58
1069    aflat    aflat    25
1070    afloat    afloat    78
1071    afoot    afoot    60
1072    afore    afore    114
1073    aforegoing    aforegoing    15
1074    aforehand    aforehand    28
1075    aforementioned    aforementioned    345
1076    aforesaid    aforesaid    75
1077    aforethought    aforethought    43
1078    aforetime    aforetime    20
1079    afoul    afoul    30
1080    afraid    afraid    2992
1081    afresh    afresh    44
1082    Africa    africa    1543
1083    African    african    1130
1084    Africander    africander    46
1085    Africanist    africanist    32
1086    Africanization    africanization    26
1087    Africanize    africanize    25
1088    Afrikaans    afrikaans    87
1089    Afrikaner    afrikaner    0
1090    Afro-american    afroamerican    43
1091    Afro-asian    afroasian    26
1092    Afro-Cuban    afrocuban    51
1093    afront    afront    67
1094    aft    aft    83
1095    after    after    14341
1096    "after all"    "after all"    551
1097    after-acceptation    afteracceptation    62
1098    after-account    afteraccount    60
1099    after-act    afteract    53
1100    after-age    afterage    70
1101    after-attack    afterattack    23
1102    afterbirth    afterbirth    38
1103    afterburner    afterburner    33
1104    aftercare    aftercare    0
1105    after-clap    afterclap    19
1106    after-comer    aftercomer    15
1107    after-conduct    afterconduct    17
1108    after-conviction    afterconviction    21
1109    after-cost    aftercost    17
1110    after-course    aftercourse    18
1111    after-crop    aftercrop    20
1112    after-damp    afterdamp    21
1113    after-days    afterdays    22
1114    afterdeck    afterdeck    29
1115    after-dinner    afterdinner    61
1116    aftereffect    aftereffect    39
1117    after-endeavour    afterendeavour    23
1118    after-game    aftergame    18
1119    after-gathering    aftergathering    19
1120    afterglow    afterglow    41
1121    after-help    afterhelp    20
1122    after-hope    afterhope    19
1123    after-hours    afterhours    43
1124    after-inquiry    afterinquiry    25
1125    after-law    afterlaw    20
1126    after-life    afterlife    36
1127    after-liver    afterliver    22
1128    after-living    afterliving    19
1129    after-love    afterlove    21
1130    aftermath    aftermath    364
1131    after-meeting    aftermeeting    21
1132    aftermost    aftermost    23
1133    afternoon    afternoon    0
1134    after-pains    afterpains    21
1135    after-part    afterpart    24
1136    afterpiece    afterpiece    16
1137    after-proof    afterproof    19
1138    after-reckoning    afterreckoning    21
1139    after-repentance    afterrepentance    15
1140    after-report    afterreport    16
1141    after-state    afterstate    19
1142    after-sting    aftersting    22
1143    after-supper    aftersupper    21
1144    after-taste    aftertaste    22
1145    after-thought    afterthought    30
1146    after-times    aftertimes    23
1147    after-tossing    aftertossing    24
1148    after-touch    aftertouch    20
1149    afterward    afterward    358
1150    afterwards    afterwards    945
1151    afterwise    afterwise    27
1152    after-wit    afterwit    17
1153    afterwitness    afterwitness    16
1154    afterworld    afterworld    35
1155    after-wrath    afterwrath    14
1156    afterwriters    afterwriters    18
1157    aftward    aftward    25
1158    aga    aga    265
1159    again    again    10653
1160    against    against    3953
1161    agami    agami    42
1162    agamic    agamic    31
1163    agamous    agamous    37
1164    agape    agape    374
1165    agapetae    agapetae    25
1166    agar-agar    agaragar    46
1167    agaric    agaric    25
1168    agasp    agasp    28
1169    agate    agate    78
1170    Agatha    agatha    41
1171    agaty    agaty    24
1172    agave    agave    688
1173    age    age    3984
1174    "age group"    "age group"    77
1175    aged    aged    306
1176    ageless    ageless    59
1177    agency    agency    739
1178    agenda    agenda    1233
1179    agent    agent    933
1180    "agent provocateur"    "agent provocateur"    24
1181    agentship    agentship    28
1182    age-old    ageold    83
1183    agglomerate    agglomerate    31
1184    agglutinant    agglutinant    25
1185    agglutinate    agglutinate    29
1186    agglutination    agglutination    21
1187    agglutinative    agglutinative    19
1188    aggrandize    aggrandize    57
1189    aggrandizement    aggrandizement    40
1190    aggrandizer    aggrandizer    18
1191    aggravate    aggravate    333
1192    aggravating    aggravating    99
1193    aggravation    aggravation    102
1194    aggregate    aggregate    268
1195    aggregately    aggregately    16
1196    aggregation    aggregation    35
1197    aggregative    aggregative    19
1198    aggregator    aggregator    23
1199    aggresion    aggresion    74
1200    aggress    aggress    36
1201    aggressive    aggressive    644
1202    aggressiveness    aggressiveness    86
1203    aggressor    aggressor    52
1204    aggrievance    aggrievance    25
1205    aggrieve    aggrieve    39
1206    aggrieved    aggrieved    42
1207    aggroup    aggroup    16
1208    aghast    aghast    98
1209    agile    agile    288
1210    agileness    agileness    23
1211    agility    agility    135
1212    agillochum    agillochum    18
1213    agio    agio    88
1214    agist    agist    31
1215    agistment    agistment    21
1216    agistor    agistor    20
1217    agitable    agitable    75
1218    agitate    agitate    116
1219    agitation    agitation    96
1220    agitator    agitator    44
1221    agleam    agleam    24
1222    aglet    aglet    56
1223    aglow    aglow    54
1224    agnail    agnail    22
1225    agnate    agnate    31
1226    agnathous    agnathous    16
1227    agnatic    agnatic    28
1228    agnation    agnation    20
1229    agnes    agnes    65
1230    agnomen    agnomen    20
1231    agnominate    agnominate    19
1232    agnomination    agnomination    19
1233    agnostic    agnostic    174
1234    agnosticism    agnosticism    54
1235    "agnus castus"    "agnus castus"    23
1236    ago    ago    3176
1237    agog    agog    42
1238    agometer    agometer    18
1239    agone    agone    30
1240    agonic    agonic    28
1241    agonism    agonism    22
